Symbol,Company_Name,Sector,Signal,Signal_Score,In_Portfolio
SBICARD,SBI Cards and Payment Services Limited,Financial Services,REDUCE,30.88785046728972,False
TRANSRAILL,TRANSRAIL LIGHTING LTD,Industrials,REDUCE,30.85113484646195,False
NETWORK18,Network18 Media & Investments Limited,Communication Services,REDUCE,30.7543391188251,False
KIRIINDUS,Kiri Industries Limited,Basic Materials,REDUCE,30.74766355140187,False
HPAL,HP Adhesives Limited,Basic Materials,REDUCE,30.714285714285715,False
RUSTOMJEE,Keystone Realtors Limited,Real Estate,REDUCE,30.68090787716956,False
BAJAJELEC,Bajaj Electricals Limited,Consumer Cyclical,REDUCE,30.654205607476634,False
CAPACITE,Capacit'e Infraprojects Limited,Industrials,REDUCE,30.620827770360485,False
SAKSOFT,Saksoft Limited,Technology,REDUCE,30.564085447263018,False
KRSNAA,Krsnaa Diagnostics Limited,Healthcare,REDUCE,30.514018691588788,False
LIBERTSHOE,Liberty Shoes Ltd.,Consumer Cyclical,REDUCE,30.493991989319092,False
TCPLPACK,TCPL Packaging Limited,Consumer Cyclical,REDUCE,30.477303070761018,False
NURECA,Nureca Limited,Healthcare,REDUCE,30.423898531375173,False
VIDHIING,Vidhi Specialty Food Ingredients Limited,Basic Materials,REDUCE,30.420560747663554,False
ARIHANTCAP,Arihant Capital Markets Limited,Financial Services,REDUCE,30.387182910547395,False
JKIL,J. Kumar Infraprojects Limited,Industrials,REDUCE,30.330440587449935,False
JYOTHYLAB,Jyothy Labs Limited,Consumer Defensive,REDUCE,30.31041388518024,False
TARC,TARC Limited,Real Estate,REDUCE,30.29038718291055,False
SPENCERS,Spencer's Retail Limited,Consumer Cyclical,REDUCE,30.240320427236313,False
JUBLFOOD,Jubilant FoodWorks Limited,Consumer Cyclical,REDUCE,30.17690253671562,False
HERANBA,Heranba Industries Limited,Basic Materials,REDUCE,30.09012016021362,False
ABREL,Aditya Birla Real Estate Limited,Real Estate,REDUCE,30.03004005340454,False
CSLFINANCE,CSL Finance Limited,Financial Services,REDUCE,30.026702269692926,False
DEVYANI,Devyani International Limited,Consumer Cyclical,REDUCE,30.020026702269696,False
SWANCORP,Swan Corp Limited,Industrials,REDUCE,30.020026702269696,False
LATENTVIEW,Latent View Analytics Limited,Industrials,REDUCE,29.889853137516692,False
HIKAL,Hikal Limited,Healthcare,REDUCE,29.886515353805073,False
DAMCAPITAL,DAM CAPITAL ADVISORS LTD,Financial Services,REDUCE,29.869826435246996,False
NEWGEN,Newgen Software Technologies Limited,Technology,REDUCE,29.83978638184246,False
UTIAMC,UTI Asset Management Company Limited,Financial Services,REDUCE,29.776368491321765,False
EPACK,EPACK Durable Limited,Consumer Cyclical,REDUCE,29.66622162883845,False
KUANTUM,Kuantum Papers Limited,Basic Materials,REDUCE,29.63618157543391,False
LINC,Linc Limited,Industrials,REDUCE,29.59946595460614,False
KEC,KEC International Limited,Industrials,REDUCE,29.439252336448597,False
TRANSTEEL,"TRANSTEEL.NS,0P0001RSSZ,92000",,REDUCE,29.425901201602137,False
FIRSTCRY,BRAINBEES SOLUTIONS LTD,Consumer Cyclical,REDUCE,29.41255006675567,False
WCIL,WESTERN CARRIERS (IND) L,Industrials,REDUCE,29.402536715620826,False
SULA,Sula Vineyards Limited,Consumer Defensive,REDUCE,29.402536715620826,False
AARTIPHARM,Aarti Pharmalabs Limited,Healthcare,REDUCE,29.35580774365821,False
DCAL,Dishman Carbogen Amcis Limited,Healthcare,REDUCE,29.322429906542055,False
YUKEN,Yuken India Limited,Industrials,REDUCE,29.312416555407207,False
MANAKCOAT,Manaksia Coated Metals & Industries Limited,Industrials,REDUCE,29.289052069425903,False
BPL,BPL Limited,Technology,REDUCE,29.2890520694259,False
GHCL,GHCL Limited,Basic Materials,REDUCE,29.28237650200267,False
RKSWAMY,R K SWAMY LIMITED,Communication Services,REDUCE,29.252336448598133,False
ARKADE,ARKADE DEVELOPERS LIMITED,Real Estate,REDUCE,29.248998664886514,False
MHRIL,Mahindra Holidays & Resorts India Limited,Consumer Cyclical,REDUCE,29.228971962616825,False
ORIENTTECH,ORIENT TECHNOLOGIES LTD,Technology,REDUCE,29.17556742323098,False
SIGNATURE,Signatureglobal (India) Limited,Real Estate,REDUCE,29.168891855807743,False
SUDARCOLOR,Sudarshan Colorants India Limited,Basic Materials,REDUCE,29.09212283044059,False
PENIND,Pennar Industries Limited,Industrials,REDUCE,29.025367156208283,False
PAKKA,Pakka Limited,Basic Materials,REDUCE,28.94192256341789,False
DENTA,DENTA WATER N INFRA SOL L,Industrials,REDUCE,28.868491321762352,False
TRIGYN,Trigyn Technologies Limited,Technology,REDUCE,28.77503337783712,False
CUB,City Union Bank Limited,Financial Services,REDUCE,28.775033377837115,False
ZENSARTECH,Zensar Technologies Limited,Technology,REDUCE,28.641522029372496,False
SYMPHONY,Symphony Limited,Consumer Cyclical,REDUCE,28.62483311081442,False
CHOLAHLDNG,Cholamandalam Financial Holdings Limited,Financial Services,REDUCE,28.61148197596796,False
CHEMPLASTS,Chemplast Sanmar Limited,Basic Materials,REDUCE,28.541388518024032,False
NUCLEUS,Nucleus Software Exports Limited,Technology,REDUCE,28.32109479305741,False
FSL,Firstsource Solutions Limited,Technology,REDUCE,28.25767690253672,False
EUREKAFORB,Eureka Forbes Limited,Consumer Cyclical,REDUCE,27.9739652870494,False
ASHOKA,Ashoka Buildcon Limited,Industrials,REDUCE,27.92723631508678,False
SUMMITSEC,Summit Securities Limited,Financial Services,REDUCE,27.913885180240317,False
HMAAGRO,HMA Agro Industries Limited,Consumer Defensive,REDUCE,27.910547396528706,False
BALAJITELE,Balaji Telefilms Limited,Communication Services,REDUCE,27.910547396528703,False
RADIANTCMS,Radiant Cash Management Services Limited,Industrials,REDUCE,27.757009345794394,False
BIRLANU,BirlaNu Limited,Industrials,REDUCE,27.743658210947928,False
VILAS,"VILAS.NS,0P0001T1AQ,307000",,REDUCE,27.740320427236313,False
MCLOUD,Magellanic Cloud Limited,Technology,REDUCE,27.71695594125501,False
ADSL,Allied Digital Services Limited,Technology,REDUCE,27.656875834445927,False
BHARATRAS,Bharat Rasayan Limited,Basic Materials,REDUCE,27.63351134846462,False
INTERARCH,Interarch Building Solutions Limited,Industrials,REDUCE,27.57343124165554,False
EMSLIMITED,EMS Limited,Industrials,REDUCE,27.56675567423231,False
ROHLTD,Royal Orchid Hotels Limited,Consumer Cyclical,REDUCE,27.496662216288385,False
SAFARI,Safari Industries (India) Limited,Consumer Cyclical,REDUCE,27.409879839786385,False
SBGLP,Suratwwala Business Group Limited,Real Estate,REDUCE,27.276368491321765,False
QUICKHEAL,Quick Heal Technologies Limited,Technology,REDUCE,27.246328437917224,False
UNIECOM,UNICOMMERCE ESOLUTIONS L,Technology,REDUCE,27.222963951935917,False
MVGJL,Manoj Vaibhav Gems 'N' Jewellers Limited,Consumer Cyclical,REDUCE,27.18958611481976,False
DECCANCE,Deccan Cements Limited,Basic Materials,REDUCE,27.149532710280372,False
REPRO,Repro India Limited,Industrials,REDUCE,27.09279038718291,False
INDOFARM,INDO FARM EQUIPMENT LTD,Industrials,REDUCE,26.86248331108144,False
MUTHOOTCAP,Muthoot Capital Services Limited,Financial Services,REDUCE,26.835781041388515,False
JYOTICNC,Jyoti CNC Automation Limited,Industrials,REDUCE,26.815754339118826,False
BALUFORGE,Balu Forge Industries Limited,Industrials,REDUCE,26.595460614152202,False
BIGBLOC,Bigbloc Construction Limited,Industrials,REDUCE,26.461949265687586,False
STERTOOLS,Sterling Tools Limited,Industrials,REDUCE,26.39185580774366,False
MARATHON,Marathon Nextgen Realty Limited,Real Estate,REDUCE,26.38851802403204,False
TRACXN,Tracxn Technologies Limited,Technology,REDUCE,26.33845126835781,False
VEDL,Vedanta Limited,Basic Materials,REDUCE,26.338451268357808,False
CHEMFAB,Chemfab Alkalis Limited,Basic Materials,REDUCE,26.301735647530037,False
SHALPAINTS,Shalimar Paints Limited,Basic Materials,REDUCE,26.291722296395193,False
GRMOVER,GRM Overseas Limited,Consumer Defensive,REDUCE,26.25834445927904,False
SAGCEM,Sagar Cements Limited,Basic Materials,REDUCE,26.191588785046733,False
SATIA,Satia Industries Limited,Basic Materials,REDUCE,25.93124165554072,False
AGARIND,Agarwal Industrial Corporation Limited,Basic Materials,REDUCE,25.851134846461946,False
TRF,TRF Limited,Industrials,REDUCE,25.740987983978638,False
INDIANHUME,The Indian Hume Pipe Company Limited,Industrials,REDUCE,25.737650200267023,False
HIMATSEIDE,Himatsingka Seide Limited,Consumer Cyclical,REDUCE,25.727636849132175,False
KAYNES,Kaynes Technology India Limited,Technology,REDUCE,25.59412550066756,False
CGRAPHICS,"CGRAPHICS.NS,0P0001SN5H,145600",,REDUCE,25.463951935914555,False
BAJAJHCARE,Bajaj HealthCare Limited,Healthcare,REDUCE,25.39385847797063,False
AWFIS,AWFIS SPACE SOLUTIONS LTD,Industrials,REDUCE,25.380507343124165,False
BOROLTD,Borosil Limited,Consumer Cyclical,REDUCE,25.33377837116155,False
BAJAJINDEF,INDEF MANUFACTURING LTD,Industrials,SELL,24.846461949265688,False
ESTER,Ester Industries Limited,Basic Materials,SELL,24.779706275033377,False
MASTERTR,Master Trust Limited,Financial Services,SELL,24.77636849132176,False
MOL,Meghmani Organics Limited,Basic Materials,SELL,24.679572763684916,False
SIGACHI,Sigachi Industries Limited,Healthcare,SELL,24.646194926568757,False
ECLERX,eClerx Services Limited,Technology,SELL,24.626168224299064,False
TOLINS,TOLINS TYRES LIMITED,Consumer Cyclical,SELL,24.54272363150868,False
SAPPHIRE,Sapphire Foods India Limited,Consumer Cyclical,SELL,24.355807743658215,False
SURAJEST,SURAJ ESTATE DEVELOPERS L,Real Estate,SELL,24.31909212283044,False
SHK,S H Kelkar and Company Limited,Basic Materials,SELL,24.062082777036046,False
SYSTANGO,"SYSTANGO.NS,0P0001QKGD,22800",,SELL,23.931909212283045,False
AURIONPRO,Aurionpro Solutions Limited,Technology,SELL,23.871829105473964,False
CENTRUM,Centrum Capital Limited,Financial Services,SELL,23.84512683578104,False
VASCONEQ,Vascon Engineers Limited,Industrials,SELL,23.708277703604807,False
JISLJALEQS,Jain Irrigation Systems Limited,Industrials,SELL,23.611481975967955,False
VERTOZ,Vertoz Limited,Technology,SELL,23.54806408544726,False
AJMERA,Ajmera Realty & Infra India Limited,Real Estate,SELL,23.454606141522028,False
FOODSIN,Foods and Inns Limited,Consumer Defensive,SELL,23.43457943925234,False
CEWATER,CONCORD ENVIRO SYSTEMS L,Utilities,SELL,23.234312416555408,False
KITEX,Kitex Garments Limited,Consumer Cyclical,SELL,23.14419225634179,False
SUNTECK,Sunteck Realty Limited,Real Estate,SELL,23.1241655540721,False
MAPMYINDIA,C. E. Info Systems Limited,Technology,SELL,23.074098798397866,False
RADHIKAJWE,Radhika Jeweltech Limited,Consumer Cyclical,SELL,23.030707610146862,False
JSWHL,JSW Holdings Limited,Industrials,SELL,22.967289719626166,False
GSLSU,Global Surfaces Limited,Basic Materials,SELL,22.9305740987984,False
SAURASHCEM,Saurashtra Cement Limited,Basic Materials,SELL,22.897196261682243,False
SCODATUBES,Scoda Tubes Limited,Basic Materials,SELL,22.850467289719624,False
EVERESTIND,Everest Industries Limited,Industrials,SELL,22.65687583444593,False
TIRUMALCHM,Thirumalai Chemicals Limited,Basic Materials,SELL,22.61682242990654,False
DOLLAR,Dollar Industries Limited,Consumer Cyclical,SELL,22.570093457943926,False
DBEIL,DEEPAK BUILDERS & ENG I L,Industrials,SELL,22.546728971962615,False
ORIANA,"ORIANA.NS,0P0001RF21,151050",,SELL,22.52336448598131,False
NIITMTS,NIIT Learning Systems Limited,Consumer Defensive,SELL,22.386515353805073,False
KHAICHEM,Khaitan Chemicals and Fertilizers Limited,Basic Materials,SELL,22.039385847797064,False
ESFL,"ESFL.NS,0P0001R76T,10200",,SELL,21.562082777036046,False
RSYSTEMS,R Systems International Limited,Technology,SELL,21.31174899866489,False
KAMATHOTEL,Kamat Hotels (India) Limited,Consumer Cyclical,SELL,21.265020026702267,False
ZAGGLE,Zaggle Prepaid Ocean Services Limited,Technology,SELL,21.248331108144193,False
SDBL,Som Distilleries & Breweries Limited,Consumer Defensive,SELL,20.7543391188251,False
ECOSMOBLTY,ECOS (INDIA) MOB & HOSP L,Industrials,SELL,20.69425901201602,False
RBMINFRA,"RBMINFRA.NS,0P0001Q9NO,69800",,SELL,20.654205607476634,False
SAHANA,"SAHANA.NS,0P0001R3DD,19500",,SELL,20.510680907877166,False
UGROCAP,UGRO Capital Limited,Financial Services,SELL,20.106809078771697,False
STANLEY,STANLEY LIFESTYLES LTD,Consumer Cyclical,SELL,20.066755674232308,False
RAJOOENG,Rajoo Engineers Limited,Industrials,SELL,19.95327102803738,False
APS,"APS.NS,0P0001S7LV,53000",,SELL,19.90654205607477,False
FINOPB,Fino Payments Bank Limited,Financial Services,SELL,19.756341789052065,False
GRAUWEIL,Grauer & Weil (India) Limited,Basic Materials,SELL,19.566088117489986,False
NOVAAGRI,Nova Agritech Limited,Basic Materials,SELL,19.49933244325768,False
ANNAPURNA,"ANNAPURNA.NS,0P0001PQ2X,67000",,SELL,19.45260347129506,False
MEGATHERM,"MEGATHERM.NS,0P0001SBAB,43600",,SELL,19.37917222963952,False
ELIN,Elin Electronics Limited,Industrials,SELL,19.37249666221629,False
TAC,"TAC.NS,0P0001SMEB,32400",,SELL,19.152202937249665,False
DREAMFOLKS,Dreamfolks Services Limited,Industrials,SELL,18.915220293724968,False
RAJESHEXPO,Rajesh Exports Limited,Consumer Cyclical,SELL,18.841789052069426,False
DPABHUSHAN,D. P. Abhushan Limited,Consumer Cyclical,SELL,18.76502002670227,False
SARTELE,"SARTELE.NS,0P0001RT0P,168000",,SELL,18.5781041388518,False
BASILIC,"BASILIC.NS,0P0001RJM3,48300",,SELL,18.207610146862486,False
OSWALGREEN,Oswal Greentech Limited,Financial Services,SELL,18.117489986648863,False
VPRPL,Vishnu Prakash R Punglia Limited,Industrials,SELL,17.046061415220294,False
DENTALKART,"DENTALKART.NS,0P0001R1DI,44500",,SELL,17.012683578104138,False
RPPINFRA,R.P.P. Infra Projects Limited,Industrials,SELL,16.969292389853138,False
WEL,Wonder Electricals Limited,Consumer Cyclical,SELL,15.176902536715621,False
CIFL,Capital India Finance Limited,Financial Services,SELL,14.632843791722298,False
GOODYEAR,Goodyear India Limited,Consumer Cyclical,SELL,12.022696929238986,False
